,Rank,Total Assets,Bank Name
1746,1746,"$493,735,000",Farmers Trust and Savings Bank
1747,1747,"$493,237,000",Bank of Luxemburg
1748,1748,"$492,635,000",The Friendship State Bank
1749,1749,"$492,103,000",Citizens' Bank & Trust Co.
1750,1750,"$491,771,000",Labette Bank
1751,1751,"$491,627,000",First Midwest Bank of Poplar Bluff
1752,1752,"$491,145,000",Citizens Bank of Kansas
1753,1753,"$489,881,000",HomeTown Bank
1754,1754,"$489,133,000",Coulee Bank
1755,1755,"$489,132,000",First Bank
1756,1756,"$488,963,000",Capital Community Bank
1757,1757,"$487,510,000",The Falls City National Bank
1758,1758,"$487,439,000",Golden State Bank
1759,1759,"$487,316,000",Security Savings Bank
1760,1760,"$486,286,000",First State Bank & Trust
1761,1761,"$485,299,000",Guardian Bank
1762,1762,"$484,904,000",Apple River State Bank
1763,1763,"$484,678,000",Salem Co-operative Bank
1764,1764,"$483,771,000",Edison National Bank
1765,1765,"$483,472,000",Citizens Bank
1766,1766,"$483,017,000",Central Bank of Branson
1767,1767,"$482,906,000",Crossroads Bank
1768,1768,"$482,741,000",The Cooperative Bank
1769,1769,"$482,263,000",Bay State Savings Bank
1770,1770,"$482,019,000",Rayne State Bank & Trust Company
1771,1771,"$481,467,000",Peoples Exchange Bank
1772,1772,"$481,137,000",Community First Bank of Indiana
1773,1773,"$481,061,000",The Bank
1774,1774,"$480,912,000",The Callaway Bank
1775,1775,"$480,629,000",First Federal Savings Bank
1776,1776,"$480,091,000",Citizens Bank of Florida
1777,1777,"$479,787,000",Heritage Bank
1778,1778,"$479,657,000",The First State Bank
1779,1779,"$479,422,000","Transpecos Banks, SSB"
1780,1780,"$479,310,000",Andrew Johnson Bank
1781,1781,"$478,688,000",Regional Missouri Bank
1782,1782,"$478,466,000",First Secure Community Bank
1783,1783,"$477,452,000",Lee Bank
1784,1784,"$477,448,000",FreedomBank
1785,1785,"$476,819,000",Farmers Bank of Northern Missouri
1786,1786,"$476,732,000",International Bank of Commerce
1787,1787,"$476,391,000","Broadway Federal Bank, f.s.b."
1788,1788,"$475,685,000",Community Bank of Pickens County
1789,1789,"$475,682,000",First Federal Savings and Loan Association of Lorain
1790,1790,"$475,233,000",The First National Bank of Mertzon
1791,1791,"$475,157,000",Lea County State Bank
1792,1792,"$474,542,000",American National Bank
1793,1793,"$473,307,000",Madison County Bank
1794,1794,"$473,090,000",BankNorth
1795,1795,"$473,003,000",The First National Bank of Livingston
1796,1796,"$472,610,000",Legends Bank
1797,1797,"$472,534,000",Jonesboro State Bank
1798,1798,"$472,397,000",First Commercial Bank
1799,1799,"$471,859,000",The City National Bank of Metropolis
1800,1800,"$471,722,000",NewBank
1801,1801,"$471,702,000",Marine Bank & Trust Company
1802,1802,"$471,346,000",Mars Bank
1803,1803,"$470,944,000",Phelps County Bank
1804,1804,"$470,754,000",City First Bank
1805,1805,"$470,574,000","First State Bank of St. Charles, Missouri"
1806,1806,"$470,024,000",State Bank Financial
1807,1807,"$469,849,000",BankVista
1808,1808,"$469,700,000",FNB SOUTH
1809,1809,"$469,698,000",Surrey Bank & Trust
1810,1810,"$469,471,000",Blue Sky Bank
1811,1811,"$469,384,000",Gibsland Bank & Trust Company
1812,1812,"$469,318,000",Texas National Bank
1813,1813,"$468,834,000",Farmers Bank and Trust Company
1814,1814,"$468,735,000",Washington Savings Bank
1815,1815,"$468,471,000",Portage Community Bank
1816,1816,"$467,940,000",Union National Bank and Trust Company of Elgin
1817,1817,"$467,374,000",Alden State Bank
1818,1818,"$467,138,000",The State National Bank of Big Spring
1819,1819,"$467,118,000",Grand Bank
1820,1820,"$467,017,000",Eagle Bank and Trust Company
1821,1821,"$466,847,000",Platinum Bank
1822,1822,"$466,834,000",Pacific Valley Bank
1823,1823,"$466,272,000",Five Points Bank of Hastings
1824,1824,"$466,198,000",Merchants & Farmers Bank & Trust Company
1825,1825,"$465,831,000",First Fidelity Bank
1826,1826,"$465,506,000",InFirst Bank
1827,1827,"$465,049,000",First Seacoast Bank
1828,1828,"$464,838,000",Englewood Bank & Trust
1829,1829,"$463,470,000",United Bank of Union
1830,1830,"$463,355,000",Bank of Kirksville
1831,1831,"$462,359,000",New Millennium Bank
1832,1832,"$462,318,000",The Farmers Bank of Willards
1833,1833,"$462,232,000",BANK 34
1834,1834,"$462,030,000",All America Bank
1835,1835,"$461,915,000",Terre Haute Savings Bank
1836,1836,"$461,733,000",One American Bank
1837,1837,"$461,469,000",Sterling State Bank
1838,1838,"$461,116,000",Citizens State Bank
1839,1839,"$460,753,000",Iowa State Bank
1840,1840,"$459,860,000","First State Bank and Trust Company, Inc."
1841,1841,"$459,515,000",Grand River Bank
1842,1842,"$459,510,000","The Poca Valley Bank, Inc."
1843,1843,"$459,080,000",Rondout Savings Bank
1844,1844,"$458,967,000",FLAGLER BANK
1845,1845,"$458,913,000",Patriot Bank
1846,1846,"$458,698,000",Peach State Bank & Trust
1847,1847,"$458,575,000",Bruning Bank
1848,1848,"$458,355,000",Cottonport Bank
1849,1849,"$458,234,000",1st State Bank
1850,1850,"$457,468,000",Yampa Valley Bank
1851,1851,"$457,404,000",Tri-County Bank
1852,1852,"$456,893,000",Farmers & Stockmens Bank
1853,1853,"$456,830,000",Legacy Bank
1854,1854,"$456,735,000",Fifth District Savings Bank
1855,1855,"$456,602,000",FNB Oxford Bank
1856,1856,"$456,446,000",Bank of Bartlett
1857,1857,"$456,069,000","The City National Bank and Trust Company of Lawton, Oklahoma"
1858,1858,"$455,706,000",Four Corners Community Bank
1859,1859,"$455,625,000",Cross Keys Bank
1860,1860,"$455,061,000",HomeBank
1861,1861,"$454,448,000",PS Bank
1862,1862,"$453,694,000",American Bank and Trust Company
1863,1863,"$453,647,000",CS Bank
1864,1864,"$453,489,000",AVB Bank
1865,1865,"$453,073,000",The National Bank of Coxsackie
1866,1866,"$452,736,000",Hamlin Bank and Trust Company
1867,1867,"$452,648,000",Ambler Savings Bank
1868,1868,"$452,406,000",Sevier County Bank
1869,1869,"$452,103,000",Germantown Trust & Savings Bank
1870,1870,"$451,645,000",The Bradford National Bank of Greenville
1871,1871,"$450,639,000",The Clinton National Bank
1872,1872,"$450,074,000",Citizens Community Bank
1873,1873,"$449,296,000",Eaton Community Bank
1874,1874,"$449,246,000",Citizens Bank
1875,1875,"$449,202,000",First Midwest Bank of Dexter
1876,1876,"$449,142,000",SAVIBANK
1877,1877,"$448,971,000",Milford Federal Bank
1878,1878,"$448,630,000",Arundel Federal Savings Bank
1879,1879,"$447,207,000",First Service Bank
1880,1880,"$447,108,000",Peoples Savings Bank
1881,1881,"$446,894,000",Century Bank
1882,1882,"$446,669,000",Kingston National Bank
1883,1883,"$446,600,000",The FNB Community Bank
1884,1884,"$446,548,000",Home Federal Bank Corporation
1885,1885,"$446,475,000",DR Bank
1886,1886,"$445,193,000",The Karnes County National Bank of Karnes City
1887,1887,"$444,403,000",First Resource Bank
1888,1888,"$442,433,000",Citizens State Bank
1889,1889,"$442,060,000",Bank & Trust Company
1890,1890,"$441,688,000",The Citizens Bank of Georgia
1891,1891,"$441,555,000",Citizens National Bank of Cheboygan
1892,1892,"$441,304,000",The First National Bank of Syracuse
1893,1893,"$441,289,000",The Neffs National Bank
1894,1894,"$441,036,000",Northmark Bank
1895,1895,"$441,020,000",Lake Area Bank
1896,1896,"$440,910,000",Mission Valley Bank
1897,1897,"$440,711,000",The Brenham National Bank
1898,1898,"$440,126,000",Golden Valley Bank
1899,1899,"$439,540,000",Fulton Savings Bank
1900,1900,"$439,399,000",The Denison State Bank
1901,1901,"$439,358,000",The First National Bank of East Texas
1902,1902,"$439,349,000",CBBC Bank
1903,1903,"$438,932,000",First Nations Bank
1904,1904,"$438,651,000",Northeast Security Bank
1905,1905,"$438,345,000",First Credit Bank
1906,1906,"$437,392,000",Community Savings Bank
1907,1907,"$437,389,000",First United Bank and Trust Company
1908,1908,"$436,678,000",The Bank of Glen Burnie
1909,1909,"$436,656,000",Bank of Texas
1910,1910,"$436,434,000",Lumbee Guaranty Bank
1911,1911,"$436,159,000",Farmers and Merchants Bank
1912,1912,"$436,075,000",The Farmers & Merchants Bank
1913,1913,"$436,055,000",Highpoint Community Bank
1914,1914,"$436,001,000",First Farmers & Merchants Bank
1915,1915,"$435,666,000",Century Bank and Trust
1916,1916,"$435,499,000","First Montana Bank, Inc."
1917,1917,"$435,350,000",Manufacturers Bank & Trust Company
1918,1918,"$435,345,000",The Bank of Tescott
1919,1919,"$435,329,000",First National Bank
1920,1920,"$434,241,000",Central State Bank
1921,1921,"$434,141,000",Enterprise Bank
1922,1922,"$433,681,000",Commercial Bank and Trust of PA
1923,1923,"$432,471,000",First Federal Savings Bank of Lincolnton
1924,1924,"$432,343,000",The Gratz Bank
1925,1925,"$431,791,000",The Victory Bank
1926,1926,"$431,504,000","Hancock County Savings Bank, F.S.B."
1927,1927,"$430,895,000",Partners Bank of California
1928,1928,"$429,847,000",Premier Community Bank
1929,1929,"$429,296,000",Farmers and Merchants Union Bank
1930,1930,"$429,223,000",Chelsea State Bank
1931,1931,"$429,158,000",Rocky Mountain Bank
1932,1932,"$428,762,000",Mound City Bank
1933,1933,"$427,965,000",Delta Bank
1934,1934,"$427,948,000",Equitable Bank
1935,1935,"$427,160,000",Washington State Bank
1936,1936,"$426,866,000",Oak Bank
1937,1937,"$426,604,000",Liberty National Bank
1938,1938,"$426,393,000",Security State Bank
1939,1939,"$426,247,000",Peoples Savings Bank of Rhineland
1940,1940,"$425,509,000",United Midwest Savings Bank
1941,1941,"$425,396,000",Alva State Bank & Trust Company
1942,1942,"$424,884,000",Lewis & Clark Bank
1943,1943,"$424,644,000",First Robinson Savings Bank
1944,1944,"$423,649,000",EvaBank
1945,1945,"$422,961,000",RSNB Bank
1946,1946,"$421,630,000",First Community Bank
1947,1947,"$421,229,000",The National Grand Bank of Marblehead
1948,1948,"$421,176,000",Bank of Santa Clarita
1949,1949,"$421,080,000","ANZ Guam, Inc."
1950,1950,"$421,062,000",LINKBANK
1951,1951,"$420,595,000",Enterprise Bank of South Carolina
1952,1952,"$420,133,000",Grinnell State Bank
1953,1953,"$420,129,000",Village Bank
1954,1954,"$419,943,000",Touchmark National Bank
1955,1955,"$419,548,000",Studio Bank
1956,1956,"$419,411,000",The New Washington State Bank
1957,1957,"$419,306,000",Champlain National Bank
1958,1958,"$418,367,000",First Secure Bank and Trust Co.
1959,1959,"$418,339,000",The Bank of Advance
1960,1960,"$418,163,000",Stockmens Bank
1961,1961,"$417,806,000",TexStar National Bank
1962,1962,"$417,614,000",United Savings Bank
1963,1963,"$417,454,000",Peoples Bank
1964,1964,"$417,412,000",New Era Bank
1965,1965,"$416,929,000",Alliance Bank Central Texas
1966,1966,"$416,896,000",Mega Bank
1967,1967,"$416,826,000",Iowa State Bank
1968,1968,"$416,787,000",First National Bank in Olney
1969,1969,"$416,356,000",Magnolia State Bank
1970,1970,"$416,314,000",The Libertyville Savings Bank
1971,1971,"$415,893,000",Gold Coast Bank
1972,1972,"$415,225,000",Unison Bank
1973,1973,"$414,865,000",The Citizens Bank of Clovis
1974,1974,"$414,693,000",First State Bank
1975,1975,"$414,334,000",First National Bank of Clarksdale
1976,1976,"$413,956,000",Dundee Bank
1977,1977,"$413,699,000",Mariner's Bank
1978,1978,"$413,679,000",Peoples Bank & Trust
1979,1979,"$413,381,000",Glenwood State Bank (Incorporated)
1980,1980,"$413,277,000",Farmers and Merchants Bank of South Carolina
1981,1981,"$412,889,000",First National Bank in DeRidder
1982,1982,"$412,857,000",The First State Bank
1983,1983,"$412,808,000",First State Bank
1984,1984,"$412,099,000",Community State Bank of Orbisonia
1985,1985,"$411,899,000",Commercial Bank
1986,1986,"$411,886,000",Pioneer Commercial Bank
1987,1987,"$411,846,000",UniBank
1988,1988,"$411,724,000",The Savings Bank
1989,1989,"$411,675,000",MNB BANK
1990,1990,"$411,632,000",Midwest Community Bank
1991,1991,"$411,524,000",First Southwest Bank
1992,1992,"$411,374,000",Texan Bank
1993,1993,"$410,782,000",Dean Co-operative Bank
1994,1994,"$410,669,000","Black Hills Community Bank, N.A."
1995,1995,"$410,350,000",United Mississippi Bank
1996,1996,"$410,110,000",Park Ridge Community Bank
1997,1997,"$410,085,000",The First National Bank in Creston
1998,1998,"$410,072,000",Northview Bank
1999,1999,"$409,815,000",First Century Bank
2000,2000,"$409,660,000",The Lamesa National Bank
2001,2001,"$409,256,000",Premier Bank
2002,2002,"$408,704,000",Belmont Savings Bank
2003,2003,"$408,452,000",Citizens State Bank of La Crosse
2004,2004,"$408,301,000",Northern State Bank of Thief River Falls
2005,2005,"$407,599,000",The Greenwood's State Bank
2006,2006,"$406,485,000",Homeland Federal Savings Bank
2007,2007,"$406,300,000",American Commerce Bank
2008,2008,"$406,194,000",First Federal Savings Bank
2009,2009,"$406,130,000",Intercredit Bank
2010,2010,"$405,987,000",Farmers Savings Bank
2011,2011,"$405,983,000",Community Bank and Trust
2012,2012,"$405,618,000",BankTennessee
2013,2013,"$405,610,000",Haddon Savings Bank
2014,2014,"$405,046,000",Citizens Bank of Americus
2015,2015,"$404,552,000",First Texas Bank
2016,2016,"$404,059,000","Keystone Bank, SSB"
2017,2017,"$403,726,000",First National Bank
2018,2018,"$403,496,000",Varo Bank
2019,2019,"$403,488,000",The Bank
2020,2020,"$403,362,000",Persons Banking Company
2021,2021,"$403,193,000",5Star Bank
2022,2022,"$403,028,000",INSOUTH Bank
2023,2023,"$402,771,000",Devon Bank
2024,2024,"$402,712,000",Roundbank
2025,2025,"$401,971,000",Maquoketa State Bank
2026,2026,"$401,294,000",The First Liberty National Bank
2027,2027,"$400,786,000",First State Bank and Trust
2028,2028,"$399,762,000",Sabal Palm Bank
2029,2029,"$399,492,000","Midwest Heritage Bank, FSB"
2030,2030,"$398,895,000",Georgia Community Bank
2031,2031,"$398,810,000",The Security National Bank of Enid
2032,2032,"$398,482,000",Jefferson Security Bank
2033,2033,"$398,431,000",The First National Bank & Trust Company of Iron Mountain
2034,2034,"$398,273,000",MCBank
2035,2035,"$398,161,000",The Citizens State Bank
2036,2036,"$397,932,000",UNICO Bank
2037,2037,"$397,669,000",Denali State Bank
2038,2038,"$397,617,000",Citizens Bank & Trust Company
2039,2039,"$397,367,000","Shamrock Bank, N.A."
2040,2040,"$397,237,000",Universal Bank
2041,2041,"$396,780,000",Town & Country Bank and Trust Company
2042,2042,"$396,715,000",Southwest Capital Bank
2043,2043,"$395,580,000",Casey State Bank
2044,2044,"$395,537,000",RiverHills Bank
2045,2045,"$395,415,000",The Peoples Bank
2046,2046,"$395,391,000",Powell Valley National Bank
2047,2047,"$394,440,000",TS Bank
2048,2048,"$393,405,000",First National Bank in New Bremen
2049,2049,"$393,233,000",First National Bank
2050,2050,"$392,772,000",Texas Champion Bank
2051,2051,"$392,708,000",Robertson Banking Company
2052,2052,"$391,977,000",The Missouri Bank
2053,2053,"$391,805,000",Peoples Independent Bank
2054,2054,"$390,982,000",First Federal Bank & Trust
2055,2055,"$390,904,000",LifeStore Bank
2056,2056,"$390,599,000",Perpetual Federal Savings Bank of Urbana
2057,2057,"$390,298,000",TriStar Bank
2058,2058,"$390,273,000",Peoples Bank
2059,2059,"$389,525,000",First Citizens State Bank
2060,2060,"$389,520,000",The Peoples State Bank
2061,2061,"$389,368,000",Northwest Bank of Rockford
2062,2062,"$389,303,000",Iowa State Bank
2063,2063,"$389,171,000",Fox Valley Savings Bank
2064,2064,"$389,065,000",The Farmers Bank and Savings Company
2065,2065,"$389,047,000",First Choice Bank
2066,2066,"$388,794,000",First Bank Elk River
2067,2067,"$388,679,000",Bank of Commerce
2068,2068,"$388,439,000",The Murray Bank
2069,2069,"$388,152,000",Rolling Hills Bank & Trust
2070,2070,"$387,928,000",Western Bank
2071,2071,"$387,911,000",Silver Lake Bank
2072,2072,"$387,526,000",Farmers-Merchants Bank & Trust Company
2073,2073,"$387,164,000",Central State Bank
2074,2074,"$387,008,000",Community Bank of Raymore
2075,2075,"$386,767,000",Community Bank Mankato
2076,2076,"$386,659,000",Home Bank SB
2077,2077,"$386,653,000",Enterprise Bank
2078,2078,"$386,288,000",Merchants Bank of Alabama
2079,2079,"$384,942,000",Eureka Savings Bank
2080,2080,"$384,742,000",North Shore Bank of Commerce
2081,2081,"$384,588,000",First Federal Savings Bank
2082,2082,"$384,404,000",Bank of Commerce & Trust Co.
2083,2083,"$383,433,000",The Napoleon State Bank
2084,2084,"$383,406,000",JONES BANK
2085,2085,"$383,298,000",Premier Bank
2086,2086,"$382,774,000",TruBank
2087,2087,"$382,282,000",Generations Bank
2088,2088,"$381,703,000",Pan American Bank & Trust
2089,2089,"$381,673,000",Worthington National Bank
2090,2090,"$381,659,000",The Union State Bank of Everest
2091,2091,"$381,575,000","Trinity Bank, N.A."
2092,2092,"$381,221,000",Astra Bank
2093,2093,"$380,931,000",First National Bank Minnesota
2094,2094,"$380,911,000",Iowa Trust & Savings Bank
2095,2095,"$379,914,000",Planters First Bank
2096,2096,"$379,787,000",Select Bank
2097,2097,"$379,372,000",The Pittsfield Co-operative Bank
2098,2098,"$379,256,000","River City Bank, Inc."
2099,2099,"$378,807,000",The First National Bank of Monterey
2100,2100,"$378,663,000",High Country Bank
2101,2101,"$378,111,000",Better Banks
2102,2102,"$377,851,000",Landmark Community Bank
2103,2103,"$377,728,000",The Bank of New Glarus
2104,2104,"$377,613,000",Lusitania Savings Bank
2105,2105,"$377,577,000",Bank of the Valley
2106,2106,"$377,494,000",Sunmark Community Bank
2107,2107,"$377,386,000",Oregon Coast Bank
2108,2108,"$377,359,000",Citizens Savings Bank
2109,2109,"$377,327,000",Home Federal Savings and Loan Association of Grand Island
2110,2110,"$377,214,000",Farmers State Bank
2111,2111,"$376,685,000",EH National Bank
2112,2112,"$376,288,000",Metro Phoenix Bank
2113,2113,"$376,261,000",Marion Center Bank
